#Organism Name,Organism Groups,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,Host,CDS,Neighbors,Release Date,GenBank FTP,RefSeq FTP,Replicons
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077555.1","Complete",0.001767,48.4,"JX982227.1","human,vertebrates",2,,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/555/GCA_004077555.1_ASM407755v1",,"JX982227.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077575.1","Complete",0.001767,48.5,"JX982226.1","human,vertebrates",2,,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/575/GCA_004077575.1_ASM407757v1",,"JX982226.1"
"Equine rotavirus A","Viruses;Other;Reoviridae","","","GCA_002667955.1","Complete",0.018196,32.4859," 1:AB908901.1;  2:AB908902.1;  3:AB908903.1;  4:AB908904.1;  6:AB908905.1;  9:AB908906.1;  5:AB908907.1;  8:AB908908.1;  7:AB908909.1;  10:AB908910.1;  11:AB908911.1","human,vertebrates",11,,"2015-03-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/667/955/GCA_002667955.1_ASM266795v1",," 1:AB908901.1;  2:AB908902.1;  3:AB908903.1;  4:AB908904.1;  6:AB908905.1;  9:AB908906.1;  5:AB908907.1;  8:AB908908.1;  7:AB908909.1;  10:AB908910.1;  11:AB908911.1"
"Equine rotavirus A","Viruses;Other;Reoviridae","","","GCA_002667995.1","Complete",0.018391,32.6929," 1:AB908912.1;  2:AB908913.1;  3:AB908914.1;  4:AB908915.1;  6:AB908916.1;  9:AB908917.1;  5:AB908918.1;  8:AB908919.1;  7:AB908920.1;  10:AB908921.1;  11:AB908922.1","human,vertebrates",11,,"2015-03-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/667/995/GCA_002667995.1_ASM266799v1",," 1:AB908912.1;  2:AB908913.1;  3:AB908914.1;  4:AB908915.1;  6:AB908916.1;  9:AB908917.1;  5:AB908918.1;  8:AB908919.1;  7:AB908920.1;  10:AB908921.1;  11:AB908922.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077615.1","Complete",0.001767,48.4,"JX982224.1","human,vertebrates",2,,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/615/GCA_004077615.1_ASM407761v1",,"JX982224.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077655.1","Complete",0.001767,48.4,"JX982222.1","human,vertebrates",2,,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/655/GCA_004077655.1_ASM407765v1",,"JX982222.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002672235.1","Complete",0.018242,34.2311," 1:EU200793.1;  2:EU200794.1;  3:EU200795.1;  4:EU200796.1;  6:EU200797.1;  9:EU200798.1;  5:EU200799.1;  8:EU200800.1;  7:EU200801.1;  10:EU200802.1;  11:EU200803.1","human,vertebrates",11,,"2008-11-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/672/235/GCA_002672235.1_ASM267223v1",," 1:EU200793.1;  2:EU200794.1;  3:EU200795.1;  4:EU200796.1;  6:EU200797.1;  9:EU200798.1;  5:EU200799.1;  8:EU200800.1;  7:EU200801.1;  10:EU200802.1;  11:EU200803.1"
"Rotavirus A RVA/Human-wt/JPN/CH1023/2016/G9P[8]","Viruses;Other;Reoviridae","","","GCA_002641215.1","Complete",0.018455,32.2102," 1:LC228381.1;  2:LC228382.1;  3:LC228383.1;  4:LC228384.1;  6:LC228385.1;  9:LC228386.1;  5:LC228387.1;  8:LC228388.1;  7:LC228389.1;  10:LC228390.1;  11:LC228391.1","human,vertebrates",11,,"2017-08-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/641/215/GCA_002641215.1_ASM264121v1",," 1:LC228381.1;  2:LC228382.1;  3:LC228383.1;  4:LC228384.1;  6:LC228385.1;  9:LC228386.1;  5:LC228387.1;  8:LC228388.1;  7:LC228389.1;  10:LC228390.1;  11:LC228391.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077675.1","Complete",0.001767,48.2,"JX982221.1","human,vertebrates",2,,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/675/GCA_004077675.1_ASM407767v1",,"JX982221.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077695.1","Complete",0.001767,48.4,"JX982220.1","human,vertebrates",2,,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/695/GCA_004077695.1_ASM407769v1",,"JX982220.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002642415.1","Complete",0.018194,31.9523," 9:LC105434.1;  4:LC105435.1;  6:LC105436.1;  1:LC105437.1;  2:LC105438.1;  3:LC105439.1;  5:LC105440.1;  8:LC105441.1;  7:LC105442.1;  10:LC105443.1;  11:LC105444.1","human,vertebrates",11,,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/642/415/GCA_002642415.1_ASM264241v1",," 9:LC105434.1;  4:LC105435.1;  6:LC105436.1;  1:LC105437.1;  2:LC105438.1;  3:LC105439.1;  5:LC105440.1;  8:LC105441.1;  7:LC105442.1;  10:LC105443.1;  11:LC105444.1"
"Rotavirus A RVA/Human-wt/THA/LS-202/2014/G2P[4]","Viruses;Other;Reoviridae","","","GCA_002646415.1","Complete",0.018495,32.5666," 1:LC169973.1;  2:LC169974.1;  3:LC169975.1;  4:LC169976.1;  6:LC169977.1;  9:LC169978.1;  5:LC169979.1;  8:LC169980.1;  7:LC169981.1;  10:LC169982.1;  11:LC169983.1","human,vertebrates",11,,"2016-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/646/415/GCA_002646415.1_ASM264641v1",," 1:LC169973.1;  2:LC169974.1;  3:LC169975.1;  4:LC169976.1;  6:LC169977.1;  9:LC169978.1;  5:LC169979.1;  8:LC169980.1;  7:LC169981.1;  10:LC169982.1;  11:LC169983.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077715.1","Complete",0.001767,48.2,"JX982219.1","human,vertebrates",2,,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/715/GCA_004077715.1_ASM407771v1",,"JX982219.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077735.1","Complete",0.001767,48.1,"JX948785.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/735/GCA_004077735.1_ASM407773v1",,"JX948785.1"
"Rotavirus A RVA/Human-wt/THA/LS-L7/2014/G2P[4]","Viruses;Other;Reoviridae","","","GCA_002646435.1","Complete",0.018517,32.5326," 1:LC169984.1;  2:LC169985.1;  3:LC169986.1;  4:LC169987.1;  6:LC169988.1;  9:LC169989.1;  5:LC169990.1;  8:LC169991.1;  7:LC169992.1;  10:LC169993.1;  11:LC169994.1","human,vertebrates",11,,"2016-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/646/435/GCA_002646435.1_ASM264643v1",," 1:LC169984.1;  2:LC169985.1;  3:LC169986.1;  4:LC169987.1;  6:LC169988.1;  9:LC169989.1;  5:LC169990.1;  8:LC169991.1;  7:LC169992.1;  10:LC169993.1;  11:LC169994.1"
"Rotavirus A RVA/Human-wt/THA/NP-130/2014/G8P[8]","Viruses;Other;Reoviridae","","","GCA_002646455.1","Complete",0.018508,32.8093," 1:LC169918.1;  2:LC169919.1;  3:LC169920.1;  4:LC169921.1;  6:LC169922.1;  9:LC169923.1;  5:LC169924.1;  8:LC169925.1;  7:LC169926.1;  10:LC169927.1;  11:LC169928.1","human,vertebrates",11,,"2016-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/646/455/GCA_002646455.1_ASM264645v1",," 1:LC169918.1;  2:LC169919.1;  3:LC169920.1;  4:LC169921.1;  6:LC169922.1;  9:LC169923.1;  5:LC169924.1;  8:LC169925.1;  7:LC169926.1;  10:LC169927.1;  11:LC169928.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077755.1","Complete",0.001767,48.4,"JX948778.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/755/GCA_004077755.1_ASM407775v1",,"JX948778.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077775.1","Complete",0.001767,48.4,"JX948777.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/775/GCA_004077775.1_ASM407777v1",,"JX948777.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002638895.1","Complete",0.018513,32.4648," 5:LC227877.1;  8:LC227888.1;  7:LC227899.1;  10:LC227910.1;  11:LC227921.1;  1:LC227932.1;  2:LC227943.1;  3:LC227954.1;  4:LC227965.1;  6:LC227976.1;  9:LC227987.1","human,vertebrates",11,,"2017-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/638/895/GCA_002638895.1_ASM263889v1",," 5:LC227877.1;  8:LC227888.1;  7:LC227899.1;  10:LC227910.1;  11:LC227921.1;  1:LC227932.1;  2:LC227943.1;  3:LC227954.1;  4:LC227965.1;  6:LC227976.1;  9:LC227987.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002638915.1","Complete",0.018513,32.4644," 5:LC227878.1;  8:LC227889.1;  7:LC227900.1;  10:LC227911.1;  11:LC227922.1;  1:LC227933.1;  2:LC227944.1;  3:LC227955.1;  4:LC227966.1;  6:LC227977.1;  9:LC227988.1","human,vertebrates",11,,"2017-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/638/915/GCA_002638915.1_ASM263891v1",," 5:LC227878.1;  8:LC227889.1;  7:LC227900.1;  10:LC227911.1;  11:LC227922.1;  1:LC227933.1;  2:LC227944.1;  3:LC227955.1;  4:LC227966.1;  6:LC227977.1;  9:LC227988.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077795.1","Complete",0.001767,48.4,"JX948775.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/795/GCA_004077795.1_ASM407779v1",,"JX948775.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077815.1","Complete",0.001767,48.3,"JX948769.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/815/GCA_004077815.1_ASM407781v1",,"JX948769.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002638955.1","Complete",0.018466,32.6333," 5:LC227880.1;  8:LC227891.1;  7:LC227902.1;  10:LC227913.1;  11:LC227924.1;  1:LC227935.1;  2:LC227946.1;  3:LC227957.1;  4:LC227968.1;  6:LC227979.1;  9:LC227990.1","human,vertebrates",11,,"2017-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/638/955/GCA_002638955.1_ASM263895v1",," 5:LC227880.1;  8:LC227891.1;  7:LC227902.1;  10:LC227913.1;  11:LC227924.1;  1:LC227935.1;  2:LC227946.1;  3:LC227957.1;  4:LC227968.1;  6:LC227979.1;  9:LC227990.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002638975.1","Complete",0.018475,32.6335," 5:LC227881.1;  8:LC227892.1;  7:LC227903.1;  10:LC227914.1;  11:LC227925.1;  1:LC227936.1;  2:LC227947.1;  3:LC227958.1;  4:LC227969.1;  6:LC227980.1;  9:LC227991.1","human,vertebrates",11,,"2017-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/638/975/GCA_002638975.1_ASM263897v1",," 5:LC227881.1;  8:LC227892.1;  7:LC227903.1;  10:LC227914.1;  11:LC227925.1;  1:LC227936.1;  2:LC227947.1;  3:LC227958.1;  4:LC227969.1;  6:LC227980.1;  9:LC227991.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077835.1","Complete",0.001767,48.4,"KC153106.1","human,vertebrates",2,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/835/GCA_004077835.1_ASM407783v1",,"KC153106.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077855.1","Complete",0.001767,48.3,"JX948786.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/855/GCA_004077855.1_ASM407785v1",,"JX948786.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002638995.1","Complete",0.018511,32.4717," 5:LC227882.1;  8:LC227893.1;  7:LC227904.1;  10:LC227915.1;  11:LC227926.1;  1:LC227937.1;  2:LC227948.1;  3:LC227959.1;  4:LC227970.1;  6:LC227981.1;  9:LC227992.1","human,vertebrates",11,,"2017-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/638/995/GCA_002638995.1_ASM263899v1",," 5:LC227882.1;  8:LC227893.1;  7:LC227904.1;  10:LC227915.1;  11:LC227926.1;  1:LC227937.1;  2:LC227948.1;  3:LC227959.1;  4:LC227970.1;  6:LC227981.1;  9:LC227992.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002639015.1","Complete",0.018516,32.451," 5:LC227883.1;  8:LC227894.1;  7:LC227905.1;  10:LC227916.1;  11:LC227927.1;  1:LC227938.1;  2:LC227949.1;  3:LC227960.1;  4:LC227971.1;  6:LC227982.1;  9:LC227993.1","human,vertebrates",11,,"2017-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/639/015/GCA_002639015.1_ASM263901v1",," 5:LC227883.1;  8:LC227894.1;  7:LC227905.1;  10:LC227916.1;  11:LC227927.1;  1:LC227938.1;  2:LC227949.1;  3:LC227960.1;  4:LC227971.1;  6:LC227982.1;  9:LC227993.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077875.1","Complete",0.001767,48.1,"JX948784.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/875/GCA_004077875.1_ASM407787v1",,"JX948784.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077895.1","Complete",0.001767,48.2,"JX948783.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/895/GCA_004077895.1_ASM407789v1",,"JX948783.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002639095.1","Complete",0.018502,32.4494," 5:LC227885.1;  8:LC227896.1;  7:LC227907.1;  10:LC227918.1;  11:LC227929.1;  1:LC227940.1;  2:LC227951.1;  3:LC227962.1;  4:LC227973.1;  6:LC227984.1;  9:LC227995.1","human,vertebrates",11,,"2017-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/639/095/GCA_002639095.1_ASM263909v1",," 5:LC227885.1;  8:LC227896.1;  7:LC227907.1;  10:LC227918.1;  11:LC227929.1;  1:LC227940.1;  2:LC227951.1;  3:LC227962.1;  4:LC227973.1;  6:LC227984.1;  9:LC227995.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002639135.1","Complete",0.018515,32.5369," 5:LC227887.1;  8:LC227898.1;  7:LC227909.1;  10:LC227920.1;  11:LC227931.1;  1:LC227942.1;  2:LC227953.1;  3:LC227964.1;  4:LC227975.1;  6:LC227986.1;  9:LC227997.1","human,vertebrates",11,,"2017-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/639/135/GCA_002639135.1_ASM263913v1",," 5:LC227887.1;  8:LC227898.1;  7:LC227909.1;  10:LC227920.1;  11:LC227931.1;  1:LC227942.1;  2:LC227953.1;  3:LC227964.1;  4:LC227975.1;  6:LC227986.1;  9:LC227997.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077915.1","Complete",0.001767,48.2,"JX948782.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/915/GCA_004077915.1_ASM407791v1",,"JX948782.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077935.1","Complete",0.001767,48.4,"JX948781.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/935/GCA_004077935.1_ASM407793v1",,"JX948781.1"
"Rotavirus A RVA/Human-wt/JPN/IS1080/2016/G9P[8]","Viruses;Other;Reoviridae","","","GCA_002641455.1","Complete",0.018346,32.1706," 1:LC228392.1;  2:LC228393.1;  3:LC228394.1;  4:LC228395.1;  6:LC228396.1;  9:LC228397.1;  5:LC228398.1;  8:LC228399.1;  7:LC228400.1;  10:LC228401.1;  11:LC228402.1","human,vertebrates",11,,"2017-08-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/641/455/GCA_002641455.1_ASM264145v1",," 1:LC228392.1;  2:LC228393.1;  3:LC228394.1;  4:LC228395.1;  6:LC228396.1;  9:LC228397.1;  5:LC228398.1;  8:LC228399.1;  7:LC228400.1;  10:LC228401.1;  11:LC228402.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002646475.1","Complete",0.018535,32.6379," 1:LC086780.1;  2:LC086781.1;  3:LC086782.1;  4:LC086783.1;  6:LC086784.1;  9:LC086785.1;  5:LC086786.1;  8:LC086787.1;  7:LC086788.1;  10:LC086789.1;  11:LC086790.1","human,vertebrates",11,,"2015-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/646/475/GCA_002646475.1_ASM264647v1",," 1:LC086780.1;  2:LC086781.1;  3:LC086782.1;  4:LC086783.1;  6:LC086784.1;  9:LC086785.1;  5:LC086786.1;  8:LC086787.1;  7:LC086788.1;  10:LC086789.1;  11:LC086790.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077955.1","Complete",0.001767,48.6,"JX948780.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/955/GCA_004077955.1_ASM407795v1",,"JX948780.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077975.1","Complete",0.001767,48.3,"JX948779.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/975/GCA_004077975.1_ASM407797v1",,"JX948779.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002646535.1","Complete",0.018486,32.4281," 1:LC066639.1;  2:LC066640.1;  3:LC066641.1;  4:LC066642.1;  6:LC066643.1;  9:LC066644.1;  5:LC066645.1;  8:LC066646.1;  7:LC066647.1;  10:LC066648.1;  11:LC066649.1","human,vertebrates",11,,"2015-08-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/646/535/GCA_002646535.1_ASM264653v1",," 1:LC066639.1;  2:LC066640.1;  3:LC066641.1;  4:LC066642.1;  6:LC066643.1;  9:LC066644.1;  5:LC066645.1;  8:LC066646.1;  7:LC066647.1;  10:LC066648.1;  11:LC066649.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002646775.1","Complete",0.01853,32.5584," 1:LC086725.1;  2:LC086726.1;  3:LC086727.1;  4:LC086728.1;  6:LC086729.1;  9:LC086730.1;  5:LC086731.1;  8:LC086732.1;  7:LC086733.1;  10:LC086734.1;  11:LC086735.1","human,vertebrates",11,,"2015-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/646/775/GCA_002646775.1_ASM264677v1",," 1:LC086725.1;  2:LC086726.1;  3:LC086727.1;  4:LC086728.1;  6:LC086729.1;  9:LC086730.1;  5:LC086731.1;  8:LC086732.1;  7:LC086733.1;  10:LC086734.1;  11:LC086735.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077995.1","Complete",0.001767,48.3,"JX948776.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/995/GCA_004077995.1_ASM407799v1",,"JX948776.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078035.1","Complete",0.001767,48.4,"JX948773.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/035/GCA_004078035.1_ASM407803v1",,"JX948773.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002646835.1","Complete",0.018449,32.6768," 1:LC086802.1;  2:LC086803.1;  3:LC086804.1;  4:LC086805.1;  6:LC086806.1;  9:LC086807.1;  5:LC086808.1;  8:LC086809.1;  7:LC086810.1;  10:LC086811.1;  11:LC086812.1","human,vertebrates",11,,"2015-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/646/835/GCA_002646835.1_ASM264683v1",," 1:LC086802.1;  2:LC086803.1;  3:LC086804.1;  4:LC086805.1;  6:LC086806.1;  9:LC086807.1;  5:LC086808.1;  8:LC086809.1;  7:LC086810.1;  10:LC086811.1;  11:LC086812.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002669695.1","Complete",0.018411,31.9378," 1:LC019041.1;  2:LC019042.1;  3:LC019043.1;  4:LC019044.1;  6:LC019045.1;  9:LC019046.1;  5:LC019047.1;  8:LC019048.1;  7:LC019049.1;  10:LC019050.1;  11:LC019051.1","human,vertebrates",11,,"2015-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/669/695/GCA_002669695.1_ASM266969v1",," 1:LC019041.1;  2:LC019042.1;  3:LC019043.1;  4:LC019044.1;  6:LC019045.1;  9:LC019046.1;  5:LC019047.1;  8:LC019048.1;  7:LC019049.1;  10:LC019050.1;  11:LC019051.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078055.1","Complete",0.001767,48.5,"JX948772.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/055/GCA_004078055.1_ASM407805v1",,"JX948772.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078075.1","Complete",0.001767,48.2,"JX948771.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/075/GCA_004078075.1_ASM407807v1",,"JX948771.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002669735.1","Complete",0.018408,32.0042," 1:LC019063.1;  2:LC019064.1;  3:LC019065.1;  4:LC019066.1;  6:LC019067.1;  9:LC019068.1;  5:LC019069.1;  8:LC019070.1;  7:LC019071.1;  10:LC019072.1;  11:LC019073.1","human,vertebrates",11,,"2015-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/669/735/GCA_002669735.1_ASM266973v1",," 1:LC019063.1;  2:LC019064.1;  3:LC019065.1;  4:LC019066.1;  6:LC019067.1;  9:LC019068.1;  5:LC019069.1;  8:LC019070.1;  7:LC019071.1;  10:LC019072.1;  11:LC019073.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002669755.1","Complete",0.018351,31.9752," 1:LC019074.1;  2:LC019075.1;  3:LC019076.1;  4:LC019077.1;  6:LC019078.1;  9:LC019079.1;  5:LC019080.1;  8:LC019081.1;  7:LC019082.1;  10:LC019083.1;  11:LC019084.1","human,vertebrates",11,,"2015-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/669/755/GCA_002669755.1_ASM266975v1",," 1:LC019074.1;  2:LC019075.1;  3:LC019076.1;  4:LC019077.1;  6:LC019078.1;  9:LC019079.1;  5:LC019080.1;  8:LC019081.1;  7:LC019082.1;  10:LC019083.1;  11:LC019084.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078095.1","Complete",0.001767,48.2,"JX948770.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/095/GCA_004078095.1_ASM407809v1",,"JX948770.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078115.1","Complete",0.001767,48.6,"JX948768.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/115/GCA_004078115.1_ASM407811v1",,"JX948768.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_003071185.1","Complete",0.018441,33.0184," 9:LC260215.1;  4:LC260226.1;  6:LC260237.1;  1:LC260248.1;  2:LC260259.1;  3:LC260270.1;  5:LC260281.1;  8:LC260292.1;  7:LC260303.1;  10:LC260314.1;  11:LC260325.1","human,vertebrates",12,,"2018-04-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/071/185/GCA_003071185.1_ASM307118v1",," 9:LC260215.1;  4:LC260226.1;  6:LC260237.1;  1:LC260248.1;  2:LC260259.1;  3:LC260270.1;  5:LC260281.1;  8:LC260292.1;  7:LC260303.1;  10:LC260314.1;  11:LC260325.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002641335.1","Complete",0.018411,32.39," 9:LC105000.1;  4:LC105001.1;  6:LC105002.1;  1:LC105003.1;  2:LC105004.1;  3:LC105005.1;  5:LC105006.1;  8:LC105007.1;  7:LC105008.1;  10:LC105009.1;  11:LC105010.1","human,vertebrates",11,,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/641/335/GCA_002641335.1_ASM264133v1",," 9:LC105000.1;  4:LC105001.1;  6:LC105002.1;  1:LC105003.1;  2:LC105004.1;  3:LC105005.1;  5:LC105006.1;  8:LC105007.1;  7:LC105008.1;  10:LC105009.1;  11:LC105010.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078155.1","Complete",0.001767,48.4,"HQ202973.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/155/GCA_004078155.1_ASM407815v1",,"HQ202973.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078175.1","Complete",0.001767,48.9,"HQ202972.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/175/GCA_004078175.1_ASM407817v1",,"HQ202972.1"
